"Year","IMD2019 NIMDM2017 SIMD2012 2016 2020 WIMD2019","Age group","Domicile","Gender","Accepted applicants","Population estimate","Entry rate"
"2020","Quintile 2","18","All","I prefer not to say","0"," ",""
"2021","Quintile 2","18","All","I prefer not to say","0"," ",""
"2022","Quintile 2","18","All","I prefer not to say","0"," ",""
"2023","Quintile 2","18","All","I prefer not to say","0"," ",""
"2024","Quintile 2","18","All","I prefer not to say","420"," ",""
"2015","Quintile 3","18","All","I prefer not to say","0"," ",""
"2016","Quintile 3","18","All","I prefer not to say","0"," ",""
"2017","Quintile 3","18","All","I prefer not to say","0"," ",""
"2018","Quintile 3","18","All","I prefer not to say","0"," ",""
"2019","Quintile 3","18","All","I prefer not to say","0"," ",""
"2020","Quintile 3","18","All","I prefer not to say","0"," ",""
"2021","Quintile 3","18","All","I prefer not to say","0"," ",""
"2022","Quintile 3","18","All","I prefer not to say","0"," ",""
"2023","Quintile 3","18","All","I prefer not to say","0"," ",""
"2024","Quintile 3","18","All","I prefer not to say","470"," ",""
"2015","Quintile 4","18","All","I prefer not to say","0"," ",""
"2016","Quintile 4","18","All","I prefer not to say","0"," ",""
"2017","Quintile 4","18","All","I prefer not to say","0"," ",""
"2018","Quintile 4","18","All","I prefer not to say","0"," ",""
"2019","Quintile 4","18","All","I prefer not to say","0"," ",""
"2020","Quintile 4","18","All","I prefer not to say","0"," ",""
"2021","Quintile 4","18","All","I prefer not to say","0"," ",""
"2022","Quintile 4","18","All","I prefer not to say","0"," ",""
"2023","Quintile 4","18","All","I prefer not to say","0"," ",""
"2024","Quintile 4","18","All","I prefer not to say","550"," ",""
"2015","Quintile 5","18","All","I prefer not to say","0"," ",""
"2016","Quintile 5","18","All","I prefer not to say","0"," ",""
"2017","Quintile 5","18","All","I prefer not to say","0"," ",""
"2018","Quintile 5","18","All","I prefer not to say","0"," ",""
"2019","Quintile 5","18","All","I prefer not to say","0"," ",""
"2020","Quintile 5","18","All","I prefer not to say","0"," ",""
"2021","Quintile 5","18","All","I prefer not to say","0"," ",""
"2022","Quintile 5","18","All","I prefer not to say","0"," ",""
"2023","Quintile 5","18","All","I prefer not to say","0"," ",""
"2024","Quintile 5","18","All","I prefer not to say","700"," ",""
"2015","All","18","All","Woman","127130","373710","0.34"
"2016","All","18","All","Woman","129770","365400","0.355"
"2017","All","18","All","Woman","131090","361070","0.363"
"2018","All","18","All","Woman","129140","351870","0.367"
"2019","All","18","All","Woman","130680","345580","0.378"
"2020","All","18","All","Woman","134900","339490","0.397"
"2021","All","18","All","Woman","151420","349690","0.433"
"2022","All","18","All","Woman","150160","359990","0.417"
"2023","All","18","All","Woman","148060","369760","0.4"
"2024","All","18","All","Woman","150200","373900","0.402"
"2015","All","18","All","Man","98360","392430","0.251"
"2016","All","18","All","Man","100510","384150","0.262"
"2017","All","18","All","Man","101390","379820","0.267"
"2018","All","18","All","Man","99660","370460","0.269"
"2019","All","18","All","Man","100430","362260","0.277"
"2020","All","18","All","Man","102280","357580","0.28600000000000003"
"2021","All","18","All","Man","116370","369190","0.315"
"2022","All","18","All","Man","116430","378850","0.307"
"2023","All","18","All","Man","115180","388850","0.296"
"2024","All","18","All","Man","116110","393650","0.295"
"2015","All","18","All","Unknown","0"," ",""
"2016","All","18","All","Unknown","0"," ",""
"2017","All","18","All","Unknown","0"," ",""
"2018","All","18","All","Unknown","0"," ",""
"2019","All","18","All","Unknown","0"," ",""
"2020","All","18","All","Unknown","0"," ",""
"2021","All","18","All","Unknown","0"," ",""
"2022","All","18","All","Unknown","0"," ",""
"2023","All","18","All","Unknown","0"," ",""
"2024","All","18","All","Unknown","0"," ",""
"2015","All","18","All","Undisclosed","0"," ",""
"2016","All","18","All","Undisclosed","0"," ",""
"2017","All","18","All","Undisclosed","0"," ",""
"2018","All","18","All","Undisclosed","0"," ",""
"2019","All","18","All","Undisclosed","0"," ",""
"2020","All","18","All","Undisclosed","0"," ",""
"2021","All","18","All","Undisclosed","0"," ",""
"2022","All","18","All","Undisclosed","0"," ",""
"2023","All","18","All","Undisclosed","0"," ",""
"2024","All","18","All","Undisclosed","0"," ",""
"2015","All","18","All","I use another term","0"," ",""
"2016","All","18","All","I use another term","0"," ",""
"2017","All","18","All","I use another term","0"," ",""
"2018","All","18","All","I use another term","0"," ",""
"2019","All","18","All","I use another term","0"," ",""
"2020","All","18","All","I use another term","0"," ",""
"2021","All","18","All","I use another term","0"," ",""
"2022","All","18","All","I use another term","0"," ",""
"2023","All","18","All","I use another term","0"," ",""
"2024","All","18","All","I use another term","2700"," ",""
"2015","All","18","All","I prefer not to say","0"," ",""
"2016","All","18","All","I prefer not to say","0"," ",""
"2017","All","18","All","I prefer not to say","0"," ",""
"2018","All","18","All","I prefer not to say","0"," ",""
"2019","All","18","All","I prefer not to say","0"," ",""
"2020","All","18","All","I prefer not to say","0"," ",""
"2021","All","18","All","I prefer not to say","0"," ",""
"2022","All","18","All","I prefer not to say","0"," ",""
"2023","All","18","All","I prefer not to say","0"," ",""
"2024","All","18","All","I prefer not to say","2460"," ",""
"2015","Quintile 1","All","All","Woman","17870","81820","0.218"
"2016","Quintile 1","All","All","Woman","18290","78770","0.232"
"2017","Quintile 1","All","All","Woman","19040","78130","0.244"
"2018","Quintile 1","All","All","Woman","19100","76600","0.249"
"2019","Quintile 1","All","All","Woman","20190","76070","0.265"
"2020","Quintile 1","All","All","Woman","21690","74910","0.29"
"2021","Quintile 1","All","All","Woman","24410","77220","0.316"
"2022","Quintile 1","All","All","Woman","24860","79890","0.311"
"2023","Quintile 1","All","All","Woman","24460","83340","0.294"
"2024","Quintile 1","All","All","Woman","25510","84730","0.301"
"2015","Quintile 2","All","All","Woman","21110","73820","0.28600000000000003"
"2016","Quintile 2","All","All","Woman","21580","71760","0.301"
"2017","Quintile 2","All","All","Woman","21940","71160","0.308"
"2018","Quintile 2","All","All","Woman","21740","69170","0.314"
"2019","Quintile 2","All","All","Woman","22400","68000","0.329"
"2020","Quintile 2","All","All","Woman","23440","67280","0.34800000000000003"
"2021","Quintile 2","All","All","Woman","26370","69080","0.382"
"2022","Quintile 2","All","All","Woman","26280","70640","0.372"
"2023","Quintile 2","All","All","Woman","26030","73230","0.355"
"2024","Quintile 2","All","All","Woman","26690","74070","0.36"
"2015","Quintile 3","All","All","Woman","24250","71950","0.337"
"2016","Quintile 3","All","All","Woman","24850","70400","0.353"
"2017","Quintile 3","All","All","Woman","24670","68590","0.36"
"2018","Quintile 3","All","All","Woman","24470","66890","0.366"
"2019","Quintile 3","All","All","Woman","24570","65610","0.374"
"2020","Quintile 3","All","All","Woman","25460","64450","0.395"
"2021","Quintile 3","All","All","Woman","28680","66250","0.433"
"2022","Quintile 3","All","All","Woman","27960","67930","0.41200000000000003"
"2023","Quintile 3","All","All","Woman","27570","69530","0.396"
"2024","Quintile 3","All","All","Woman","27720","70550","0.393"
"2015","Quintile 4","All","All","Woman","28640","71570","0.4"
"2016","Quintile 4","All","All","Woman","29100","70560","0.41200000000000003"
"2017","Quintile 4","All","All","Woman","29280","69630","0.421"
"2018","Quintile 4","All","All","Woman","28450","67410","0.422"
"2019","Quintile 4","All","All","Woman","28450","65720","0.433"
"2020","Quintile 4","All","All","Woman","29010","64080","0.453"
"2021","Quintile 4","All","All","Woman","32240","66340","0.486"
"2022","Quintile 4","All","All","Woman","31940","68490","0.466"
"2023","Quintile 4","All","All","Woman","31470","69830","0.451"
"2024","Quintile 4","All","All","Woman","31650","70280","0.45"
"2015","Quintile 5","All","All","Woman","35260","74550","0.47300000000000003"
"2016","Quintile 5","All","All","Woman","35940","73910","0.486"
"2017","Quintile 5","All","All","Woman","36150","73560","0.491"
"2018","Quintile 5","All","All","Woman","35380","71800","0.493"
"2019","Quintile 5","All","All","Woman","35080","70170","0.5"
"2020","Quintile 5","All","All","Woman","35300","68770","0.513"
"2021","Quintile 5","All","All","Woman","39720","70800","0.561"
"2022","Quintile 5","All","All","Woman","39130","73050","0.536"
"2023","Quintile 5","All","All","Woman","38540","73830","0.522"
"2024","Quintile 5","All","All","Woman","38640","74280","0.52"
"2015","Quintile 1","All","All","Man","12320","84480","0.146"
"2016","Quintile 1","All","All","Man","12760","82490","0.155"
"2017","Quintile 1","All","All","Man","13030","81610","0.16"
"2018","Quintile 1","All","All","Man","13030","80140","0.163"
"2019","Quintile 1","All","All","Man","13770","79250","0.17400000000000002"
"2020","Quintile 1","All","All","Man","14460","78470","0.184"
"2021","Quintile 1","All","All","Man","16410","81560","0.201"
"2022","Quintile 1","All","All","Man","16880","83590","0.202"
"2023","Quintile 1","All","All","Man","17360","86890","0.2"
"2024","Quintile 1","All","All","Man","17900","88310","0.203"
"2015","Quintile 2","All","All","Man","15000","77420","0.194"
"2016","Quintile 2","All","All","Man","15480","75380","0.20500000000000002"
"2017","Quintile 2","All","All","Man","15870","74850","0.212"
"2018","Quintile 2","All","All","Man","15730","73400","0.214"
"2019","Quintile 2","All","All","Man","16050","71560","0.224"
"2020","Quintile 2","All","All","Man","16770","71050","0.23600000000000002"
"2021","Quintile 2","All","All","Man","19210","73450","0.261"
"2022","Quintile 2","All","All","Man","19110","74560","0.256"
"2023","Quintile 2","All","All","Man","19140","77360","0.247"
"2024","Quintile 2","All","All","Man","19500","78740","0.248"
"2015","Quintile 3","All","All","Man","18180","75300","0.241"
"2016","Quintile 3","All","All","Man","18750","74000","0.253"
"2017","Quintile 3","All","All","Man","18830","72300","0.26"
"2018","Quintile 3","All","All","Man","18450","70390","0.262"
"2019","Quintile 3","All","All","Man","18540","68300","0.271"
"2020","Quintile 3","All","All","Man","18590","67120","0.277"
"2021","Quintile 3","All","All","Man","21220","69570","0.305"
"2022","Quintile 3","All","All","Man","21700","71820","0.302"
"2023","Quintile 3","All","All","Man","21100","73460","0.28700000000000003"
"2024","Quintile 3","All","All","Man","21130","74190","0.28500000000000003"
"2015","Quintile 4","All","All","Man","22640","75850","0.299"
"2016","Quintile 4","All","All","Man","23080","73980","0.312"
"2017","Quintile 4","All","All","Man","23140","73200","0.316"
"2018","Quintile 4","All","All","Man","22660","70720","0.32"
"2019","Quintile 4","All","All","Man","22420","69360","0.323"
"2020","Quintile 4","All","All","Man","22590","68230","0.331"
"2021","Quintile 4","All","All","Man","25740","69640","0.37"
"2022","Quintile 4","All","All","Man","25480","71730","0.355"
"2023","Quintile 4","All","All","Man","25070","73320","0.342"
"2024","Quintile 4","All","All","Man","25020","74320","0.337"
"2015","Quintile 5","All","All","Man","30220","79380","0.381"
"2016","Quintile 5","All","All","Man","30450","78300","0.389"
"2017","Quintile 5","All","All","Man","30530","77870","0.392"
"2018","Quintile 5","All","All","Man","29800","75810","0.393"
"2019","Quintile 5","All","All","Man","29650","73790","0.402"
"2020","Quintile 5","All","All","Man","29880","72710","0.41100000000000003"
"2021","Quintile 5","All","All","Man","33800","74970","0.451"
"2022","Quintile 5","All","All","Man","33260","77140","0.431"
"2023","Quintile 5","All","All","Man","32510","77830","0.418"
"2024","Quintile 5","All","All","Man","32560","78090","0.417"
"2015","Quintile 1","All","All","Unknown","0"," ",""
"2016","Quintile 1","All","All","Unknown","0"," ",""
"2017","Quintile 1","All","All","Unknown","0"," ",""
"2018","Quintile 1","All","All","Unknown","0"," ",""
"2019","Quintile 1","All","All","Unknown","0"," ",""
"2020","Quintile 1","All","All","Unknown","0"," ",""
"2021","Quintile 1","All","All","Unknown","0"," ",""
"2022","Quintile 1","All","All","Unknown","0"," ",""
"2023","Quintile 1","All","All","Unknown","0"," ",""
"2024","Quintile 1","All","All","Unknown","0"," ",""
"2015","Quintile 2","All","All","Unknown","0"," ",""
"2016","Quintile 2","All","All","Unknown","0"," ",""
"2017","Quintile 2","All","All","Unknown","0"," ",""
"2018","Quintile 2","All","All","Unknown","0"," ",""
"2019","Quintile 2","All","All","Unknown","0"," ",""
"2020","Quintile 2","All","All","Unknown","0"," ",""
"2021","Quintile 2","All","All","Unknown","0"," ",""
"2022","Quintile 2","All","All","Unknown","0"," ",""
"2023","Quintile 2","All","All","Unknown","0"," ",""
"2024","Quintile 2","All","All","Unknown","0"," ",""
"2015","Quintile 3","All","All","Unknown","0"," ",""
"2016","Quintile 3","All","All","Unknown","0"," ",""
"2017","Quintile 3","All","All","Unknown","0"," ",""
"2018","Quintile 3","All","All","Unknown","0"," ",""
"2019","Quintile 3","All","All","Unknown","0"," ",""
"2020","Quintile 3","All","All","Unknown","0"," ",""
"2021","Quintile 3","All","All","Unknown","0"," ",""
"2022","Quintile 3","All","All","Unknown","0"," ",""
"2023","Quintile 3","All","All","Unknown","0"," ",""
"2024","Quintile 3","All","All","Unknown","0"," ",""
"2015","Quintile 4","All","All","Unknown","0"," ",""
"2016","Quintile 4","All","All","Unknown","0"," ",""
"2017","Quintile 4","All","All","Unknown","0"," ",""
"2018","Quintile 4","All","All","Unknown","0"," ",""
"2019","Quintile 4","All","All","Unknown","0"," ",""
"2020","Quintile 4","All","All","Unknown","0"," ",""
"2021","Quintile 4","All","All","Unknown","0"," ",""
"2022","Quintile 4","All","All","Unknown","0"," ",""
"2023","Quintile 4","All","All","Unknown","0"," ",""
"2024","Quintile 4","All","All","Unknown","0"," ",""
"2015","Quintile 5","All","All","Unknown","0"," ",""
"2016","Quintile 5","All","All","Unknown","0"," ",""
"2017","Quintile 5","All","All","Unknown","0"," ",""
"2018","Quintile 5","All","All","Unknown","0"," ",""
"2019","Quintile 5","All","All","Unknown","0"," ",""
"2020","Quintile 5","All","All","Unknown","0"," ",""
"2021","Quintile 5","All","All","Unknown","0"," ",""
"2022","Quintile 5","All","All","Unknown","0"," ",""
"2023","Quintile 5","All","All","Unknown","0"," ",""
"2024","Quintile 5","All","All","Unknown","0"," ",""
"2015","Quintile 1","All","All","Undisclosed","0"," ",""
"2016","Quintile 1","All","All","Undisclosed","0"," ",""
"2017","Quintile 1","All","All","Undisclosed","0"," ",""
"2018","Quintile 1","All","All","Undisclosed","0"," ",""
"2019","Quintile 1","All","All","Undisclosed","0"," ",""
"2020","Quintile 1","All","All","Undisclosed","0"," ",""
"2021","Quintile 1","All","All","Undisclosed","0"," ",""
"2022","Quintile 1","All","All","Undisclosed","0"," ",""
"2023","Quintile 1","All","All","Undisclosed","0"," ",""
"2024","Quintile 1","All","All","Undisclosed","0"," ",""
"2015","Quintile 2","All","All","Undisclosed","0"," ",""
"2016","Quintile 2","All","All","Undisclosed","0"," ",""
"2017","Quintile 2","All","All","Undisclosed","0"," ",""
"2018","Quintile 2","All","All","Undisclosed","0"," ",""
"2019","Quintile 2","All","All","Undisclosed","0"," ",""
"2020","Quintile 2","All","All","Undisclosed","0"," ",""
"2021","Quintile 2","All","All","Undisclosed","0"," ",""
"2022","Quintile 2","All","All","Undisclosed","0"," ",""
"2023","Quintile 2","All","All","Undisclosed","0"," ",""
"2024","Quintile 2","All","All","Undisclosed","0"," ",""
"2015","Quintile 3","All","All","Undisclosed","0"," ",""
"2016","Quintile 3","All","All","Undisclosed","0"," ",""
"2017","Quintile 3","All","All","Undisclosed","0"," ",""
"2018","Quintile 3","All","All","Undisclosed","0"," ",""
"2019","Quintile 3","All","All","Undisclosed","0"," ",""
"2020","Quintile 3","All","All","Undisclosed","0"," ",""
"2021","Quintile 3","All","All","Undisclosed","0"," ",""
"2022","Quintile 3","All","All","Undisclosed","0"," ",""
"2023","Quintile 3","All","All","Undisclosed","0"," ",""
"2024","Quintile 3","All","All","Undisclosed","0"," ",""
"2015","Quintile 4","All","All","Undisclosed","0"," ",""
"2016","Quintile 4","All","All","Undisclosed","0"," ",""
"2017","Quintile 4","All","All","Undisclosed","0"," ",""
"2018","Quintile 4","All","All","Undisclosed","0"," ",""
"2019","Quintile 4","All","All","Undisclosed","0"," ",""
"2020","Quintile 4","All","All","Undisclosed","0"," ",""
"2021","Quintile 4","All","All","Undisclosed","0"," ",""
"2022","Quintile 4","All","All","Undisclosed","0"," ",""
"2023","Quintile 4","All","All","Undisclosed","0"," ",""
"2024","Quintile 4","All","All","Undisclosed","0"," ",""
"2015","Quintile 5","All","All","Undisclosed","0"," ",""
"2016","Quintile 5","All","All","Undisclosed","0"," ",""
"2017","Quintile 5","All","All","Undisclosed","0"," ",""
"2018","Quintile 5","All","All","Undisclosed","0"," ",""
"2019","Quintile 5","All","All","Undisclosed","0"," ",""
"2020","Quintile 5","All","All","Undisclosed","0"," ",""
"2021","Quintile 5","All","All","Undisclosed","0"," ",""
"2022","Quintile 5","All","All","Undisclosed","0"," ",""
"2023","Quintile 5","All","All","Undisclosed","0"," ",""
"2024","Quintile 5","All","All","Undisclosed","0"," ",""
"2015","Quintile 1","All","All","I use another term","0"," ",""
"2016","Quintile 1","All","All","I use another term","0"," ",""
"2017","Quintile 1","All","All","I use another term","0"," ",""
"2018","Quintile 1","All","All","I use another term","0"," ",""
"2019","Quintile 1","All","All","I use another term","0"," ",""
"2020","Quintile 1","All","All","I use another term","0"," ",""
"2021","Quintile 1","All","All","I use another term","0"," ",""
"2022","Quintile 1","All","All","I use another term","0"," ",""
"2023","Quintile 1","All","All","I use another term","0"," ",""
"2024","Quintile 1","All","All","I use another term","440"," ",""
"2015","Quintile 2","All","All","I use another term","0"," ",""
"2016","Quintile 2","All","All","I use another term","0"," ",""
"2017","Quintile 2","All","All","I use another term","0"," ",""
"2018","Quintile 2","All","All","I use another term","0"," ",""
"2019","Quintile 2","All","All","I use another term","0"," ",""
"2020","Quintile 2","All","All","I use another term","0"," ",""
"2021","Quintile 2","All","All","I use another term","0"," ",""
"2022","Quintile 2","All","All","I use another term","0"," ",""
"2023","Quintile 2","All","All","I use another term","0"," ",""
"2024","Quintile 2","All","All","I use another term","490"," ",""
"2015","Quintile 3","All","All","I use another term","0"," ",""
"2016","Quintile 3","All","All","I use another term","0"," ",""
"2017","Quintile 3","All","All","I use another term","0"," ",""
"2018","Quintile 3","All","All","I use another term","0"," ",""
"2019","Quintile 3","All","All","I use another term","0"," ",""
"2020","Quintile 3","All","All","I use another term","0"," ",""
"2021","Quintile 3","All","All","I use another term","0"," ",""
"2022","Quintile 3","All","All","I use another term","0"," ",""
"2023","Quintile 3","All","All","I use another term","0"," ",""
"2024","Quintile 3","All","All","I use another term","540"," ",""
"2015","Quintile 4","All","All","I use another term","0"," ",""
"2016","Quintile 4","All","All","I use another term","0"," ",""
"2017","Quintile 4","All","All","I use another term","0"," ",""
"2018","Quintile 4","All","All","I use another term","0"," ",""
"2019","Quintile 4","All","All","I use another term","0"," ",""
"2020","Quintile 4","All","All","I use another term","0"," ",""
"2021","Quintile 4","All","All","I use another term","0"," ",""
"2022","Quintile 4","All","All","I use another term","0"," ",""
"2023","Quintile 4","All","All","I use another term","0"," ",""
"2024","Quintile 4","All","All","I use another term","560"," ",""
"2015","Quintile 5","All","All","I use another term","0"," ",""
"2016","Quintile 5","All","All","I use another term","0"," ",""
"2017","Quintile 5","All","All","I use another term","0"," ",""
"2018","Quintile 5","All","All","I use another term","0"," ",""
"2019","Quintile 5","All","All","I use another term","0"," ",""
"2020","Quintile 5","All","All","I use another term","0"," ",""
"2021","Quintile 5","All","All","I use another term","0"," ",""
"2022","Quintile 5","All","All","I use another term","0"," ",""
"2023","Quintile 5","All","All","I use another term","0"," ",""
"2024","Quintile 5","All","All","I use another term","670"," ",""
"2015","Quintile 1","All","All","I prefer not to say","0"," ",""
"2016","Quintile 1","All","All","I prefer not to say","0"," ",""
"2017","Quintile 1","All","All","I prefer not to say","0"," ",""
"2018","Quintile 1","All","All","I prefer not to say","0"," ",""
"2019","Quintile 1","All","All","I prefer not to say","0"," ",""
"2020","Quintile 1","All","All","I prefer not to say","0"," ",""
"2021","Quintile 1","All","All","I prefer not to say","0"," ",""
"2022","Quintile 1","All","All","I prefer not to say","0"," ",""
"2023","Quintile 1","All","All","I prefer not to say","0"," ",""
"2024","Quintile 1","All","All","I prefer not to say","320"," ",""
"2015","Quintile 2","All","All","I prefer not to say","0"," ",""
"2016","Quintile 2","All","All","I prefer not to say","0"," ",""
"2017","Quintile 2","All","All","I prefer not to say","0"," ",""
"2018","Quintile 2","All","All","I prefer not to say","0"," ",""
"2019","Quintile 2","All","All","I prefer not to say","0"," ",""
"2020","Quintile 2","All","All","I prefer not to say","0"," ",""
"2021","Quintile 2","All","All","I prefer not to say","0"," ",""
"2022","Quintile 2","All","All","I prefer not to say","0"," ",""
"2023","Quintile 2","All","All","I prefer not to say","0"," ",""
"2024","Quintile 2","All","All","I prefer not to say","420"," ",""
"2015","Quintile 3","All","All","I prefer not to say","0"," ",""
"2016","Quintile 3","All","All","I prefer not to say","0"," ",""
"2017","Quintile 3","All","All","I prefer not to say","0"," ",""
"2018","Quintile 3","All","All","I prefer not to say","0"," ",""
"2019","Quintile 3","All","All","I prefer not to say","0"," ",""
"2020","Quintile 3","All","All","I prefer not to say","0"," ",""
"2021","Quintile 3","All","All","I prefer not to say","0"," ",""
"2022","Quintile 3","All","All","I prefer not to say","0"," ",""
"2023","Quintile 3","All","All","I prefer not to say","0"," ",""
"2024","Quintile 3","All","All","I prefer not to say","470"," ",""
"2015","Quintile 4","All","All","I prefer not to say","0"," ",""
"2016","Quintile 4","All","All","I prefer not to say","0"," ",""
"2017","Quintile 4","All","All","I prefer not to say","0"," ",""
"2018","Quintile 4","All","All","I prefer not to say","0"," ",""
"2019","Quintile 4","All","All","I prefer not to say","0"," ",""
"2020","Quintile 4","All","All","I prefer not to say","0"," ",""
"2021","Quintile 4","All","All","I prefer not to say","0"," ",""
"2022","Quintile 4","All","All","I prefer not to say","0"," ",""
"2023","Quintile 4","All","All","I prefer not to say","0"," ",""
"2024","Quintile 4","All","All","I prefer not to say","550"," ",""
"2015","Quintile 5","All","All","I prefer not to say","0"," ",""
"2016","Quintile 5","All","All","I prefer not to say","0"," ",""
"2017","Quintile 5","All","All","I prefer not to say","0"," ",""
"2018","Quintile 5","All","All","I prefer not to say","0"," ",""
"2019","Quintile 5","All","All","I prefer not to say","0"," ",""
"2020","Quintile 5","All","All","I prefer not to say","0"," ",""
"2021","Quintile 5","All","All","I prefer not to say","0"," ",""
"2022","Quintile 5","All","All","I prefer not to say","0"," ",""
"2023","Quintile 5","All","All","I prefer not to say","0"," ",""
"2024","Quintile 5","All","All","I prefer not to say","700"," ",""
"2015","All","All","All","Woman","127130","373710","0.34"
"2016","All","All","All","Woman","129770","365400","0.355"
"2017","All","All","All","Woman","131090","361070","0.363"
"2018","All","All","All","Woman","129140","351870","0.367"
"2019","All","All","All","Woman","130680","345580","0.378"
"2020","All","All","All","Woman","134900","339490","0.397"
"2021","All","All","All","Woman","151420","349690","0.433"
"2022","All","All","All","Woman","150160","359990","0.417"
"2023","All","All","All","Woman","148060","369760","0.4"
"2024","All","All","All","Woman","150200","373900","0.402"
"2015","All","All","All","Man","98360","392430","0.251"
"2016","All","All","All","Man","100510","384150","0.262"
"2017","All","All","All","Man","101390","379820","0.267"
"2018","All","All","All","Man","99660","370460","0.269"
"2019","All","All","All","Man","100430","362260","0.277"
"2020","All","All","All","Man","102280","357580","0.28600000000000003"
"2021","All","All","All","Man","116370","369190","0.315"
"2022","All","All","All","Man","116430","378850","0.307"
"2023","All","All","All","Man","115180","388850","0.296"
"2024","All","All","All","Man","116110","393650","0.295"
"2015","All","All","All","Unknown","0"," ",""
"2016","All","All","All","Unknown","0"," ",""
"2017","All","All","All","Unknown","0"," ",""
"2018","All","All","All","Unknown","0"," ",""
"2019","All","All","All","Unknown","0"," ",""
"2020","All","All","All","Unknown","0"," ",""
"2021","All","All","All","Unknown","0"," ",""
"2022","All","All","All","Unknown","0"," ",""
"2023","All","All","All","Unknown","0"," ",""
"2024","All","All","All","Unknown","0"," ",""
"2015","All","All","All","Undisclosed","0"," ",""
"2016","All","All","All","Undisclosed","0"," ",""
"2017","All","All","All","Undisclosed","0"," ",""
"2018","All","All","All","Undisclosed","0"," ",""
"2019","All","All","All","Undisclosed","0"," ",""
"2020","All","All","All","Undisclosed","0"," ",""
"2021","All","All","All","Undisclosed","0"," ",""
"2022","All","All","All","Undisclosed","0"," ",""
"2023","All","All","All","Undisclosed","0"," ",""
"2024","All","All","All","Undisclosed","0"," ",""
"2015","All","All","All","I use another term","0"," ",""
"2016","All","All","All","I use another term","0"," ",""
"2017","All","All","All","I use another term","0"," ",""
"2018","All","All","All","I use another term","0"," ",""
"2019","All","All","All","I use another term","0"," ",""
"2020","All","All","All","I use another term","0"," ",""
"2021","All","All","All","I use another term","0"," ",""
"2022","All","All","All","I use another term","0"," ",""
"2023","All","All","All","I use another term","0"," ",""
"2024","All","All","All","I use another term","2700"," ",""
"2015","All","All","All","I prefer not to say","0"," ",""
"2016","All","All","All","I prefer not to say","0"," ",""
"2017","All","All","All","I prefer not to say","0"," ",""
"2018","All","All","All","I prefer not to say","0"," ",""
"2019","All","All","All","I prefer not to say","0"," ",""
"2020","All","All","All","I prefer not to say","0"," ",""
"2021","All","All","All","I prefer not to say","0"," ",""
"2022","All","All","All","I prefer not to say","0"," ",""
"2023","All","All","All","I prefer not to say","0"," ",""
"2024","All","All","All","I prefer not to say","2460"," ",""
"2015","Quintile 1","18","Northern Ireland","All","910","4920","0.185"
"2016","Quintile 1","18","Northern Ireland","All","920","4870","0.188"
"2017","Quintile 1","18","Northern Ireland","All","960","4870","0.196"
"2018","Quintile 1","18","Northern Ireland","All","850","4670","0.182"
"2019","Quintile 1","18","Northern Ireland","All","850","4540","0.187"
"2020","Quintile 1","18","Northern Ireland","All","1000","4510","0.222"
"2021","Quintile 1","18","Northern Ireland","All","1150","4550","0.253"
"2022","Quintile 1","18","Northern Ireland","All","1110","4680","0.23800000000000002"
"2023","Quintile 1","18","Northern Ireland","All","1120","4730","0.23600000000000002"
"2024","Quintile 1","18","Northern Ireland","All","1100","4740","0.233"
"2015","Quintile 1","18","England","All","26890","141300","0.19"
"2016","Quintile 1","18","England","All","27550","136730","0.201"
"2017","Quintile 1","18","England","All","28510","135810","0.21"
"2018","Quintile 1","18","England","All","28580","133410","0.214"
"2019","Quintile 1","18","England","All","30460","132390","0.23"
"2020","Quintile 1","18","England","All","32360","130960","0.247"
"2021","Quintile 1","18","England","All","36430","136000","0.268"
"2022","Quintile 1","18","England","All","37270","140000","0.266"
"2023","Quintile 1","18","England","All","37430","146120","0.256"
"2024","Quintile 1","18","England","All","39610","148500","0.267"
"2015","Quintile 1","18","Scotland","All","1230","12060","0.10200000000000001"
"2016","Quintile 1","18","Scotland","All","1340","11790","0.113"
"2017","Quintile 1","18","Scotland","All","1400","11590","0.121"
"2018","Quintile 1","18","Scotland","All","1460","11380","0.129"
"2019","Quintile 1","18","Scotland","All","1470","11170","0.131"
"2020","Quintile 1","18","Scotland","All","1550","10950","0.14100000000000001"
"2021","Quintile 1","18","Scotland","All","1790","11110","0.161"
"2022","Quintile 1","18","Scotland","All","1880","11490","0.163"
"2023","Quintile 1","18","Scotland","All","1870","11700","0.16"
"2024","Quintile 1","18","Scotland","All","2080","12080","0.17200000000000001"
"2015","Quintile 1","18","Wales","All","1160","8010","0.14400000000000002"
"2016","Quintile 1","18","Wales","All","1250","7870","0.159"
"2017","Quintile 1","18","Wales","All","1200","7470","0.161"
"2018","Quintile 1","18","Wales","All","1230","7280","0.169"
"2019","Quintile 1","18","Wales","All","1190","7220","0.164"
"2020","Quintile 1","18","Wales","All","1240","6940","0.178"
"2021","Quintile 1","18","Wales","All","1450","7130","0.20400000000000001"
"2022","Quintile 1","18","Wales","All","1480","7320","0.202"
"2023","Quintile 1","18","Wales","All","1410","7680","0.184"
"2024","Quintile 1","18","Wales","All","1370","7720","0.178"
"2015","Quintile 2","18","Northern Ireland","All","1390","5190","0.268"
"2016","Quintile 2","18","Northern Ireland","All","1500","5110","0.294"
"2017","Quintile 2","18","Northern Ireland","All","1460","5060","0.28800000000000003"
