"Year","POLAR4 Quintile","Age group","Domicile","Gender","Accepted applicants","Population estimate","Entry rate"
"2021","Quintile 1","All","Northern Ireland","Woman","540","2140","0.251"
"2022","Quintile 1","All","Northern Ireland","Woman","520","2180","0.23700000000000002"
"2023","Quintile 1","All","Northern Ireland","Woman","540","2210","0.245"
"2024","Quintile 1","All","Northern Ireland","Woman","520","2210","0.23500000000000001"
"2015","Quintile 1","All","England","Woman","10940","60230","0.182"
"2016","Quintile 1","All","England","Woman","11000","57180","0.192"
"2017","Quintile 1","All","England","Woman","11230","56440","0.199"
"2018","Quintile 1","All","England","Woman","11170","54590","0.20500000000000002"
"2019","Quintile 1","All","England","Woman","11490","53600","0.214"
"2020","Quintile 1","All","England","Woman","12470","52620","0.23700000000000002"
"2021","Quintile 1","All","England","Woman","14260","54160","0.263"
"2022","Quintile 1","All","England","Woman","13920","56120","0.248"
"2023","Quintile 1","All","England","Woman","13440","58180","0.231"
"2024","Quintile 1","All","England","Woman","14090","59270","0.23800000000000002"
"2015","Quintile 1","All","Scotland","Woman","340","2960","0.116"
"2016","Quintile 1","All","Scotland","Woman","340","2830","0.11900000000000001"
"2017","Quintile 1","All","Scotland","Woman","400","2700","0.146"
"2018","Quintile 1","All","Scotland","Woman","430","2790","0.153"
"2019","Quintile 1","All","Scotland","Woman","400","2710","0.147"
"2020","Quintile 1","All","Scotland","Woman","410","2580","0.16"
"2021","Quintile 1","All","Scotland","Woman","500","2590","0.193"
"2022","Quintile 1","All","Scotland","Woman","560","2640","0.211"
"2023","Quintile 1","All","Scotland","Woman","550","2840","0.194"
"2024","Quintile 1","All","Scotland","Woman","630","2960","0.212"
"2015","Quintile 1","All","Wales","Woman","770","4230","0.182"
"2016","Quintile 1","All","Wales","Woman","800","4140","0.193"
"2017","Quintile 1","All","Wales","Woman","780","3960","0.196"
"2018","Quintile 1","All","Wales","Woman","770","3930","0.195"
"2019","Quintile 1","All","Wales","Woman","750","3740","0.2"
"2020","Quintile 1","All","Wales","Woman","810","3640","0.223"
"2021","Quintile 1","All","Wales","Woman","950","3720","0.255"
"2022","Quintile 1","All","Wales","Woman","940","3940","0.23800000000000002"
"2023","Quintile 1","All","Wales","Woman","910","4140","0.219"
"2024","Quintile 1","All","Wales","Woman","820","4020","0.20500000000000002"
"2015","Quintile 2","All","Northern Ireland","Woman","360","1490","0.242"
"2016","Quintile 2","All","Northern Ireland","Woman","400","1450","0.273"
"2017","Quintile 2","All","Northern Ireland","Woman","420","1450","0.289"
"2018","Quintile 2","All","Northern Ireland","Woman","350","1360","0.26"
"2019","Quintile 2","All","Northern Ireland","Woman","410","1330","0.305"
"2020","Quintile 2","All","Northern Ireland","Woman","440","1330","0.33"
"2021","Quintile 2","All","Northern Ireland","Woman","490","1330","0.366"
"2022","Quintile 2","All","Northern Ireland","Woman","470","1350","0.34500000000000003"
"2023","Quintile 2","All","Northern Ireland","Woman","470","1370","0.34500000000000003"
"2024","Quintile 2","All","Northern Ireland","Woman","450","1410","0.321"
"2015","Quintile 2","All","England","Woman","14990","60170","0.249"
"2016","Quintile 2","All","England","Woman","15240","58620","0.26"
"2017","Quintile 2","All","England","Woman","15150","57780","0.262"
"2018","Quintile 2","All","England","Woman","15090","55940","0.27"
"2019","Quintile 2","All","England","Woman","15020","54490","0.276"
"2020","Quintile 2","All","England","Woman","15990","53580","0.298"
"2021","Quintile 2","All","England","Woman","18340","55240","0.332"
"2022","Quintile 2","All","England","Woman","17710","57140","0.31"
"2023","Quintile 2","All","England","Woman","17260","58960","0.293"
"2024","Quintile 2","All","England","Woman","17840","59560","0.3"
"2015","Quintile 2","All","Scotland","Woman","810","4830","0.168"
"2016","Quintile 2","All","Scotland","Woman","900","4510","0.199"
"2017","Quintile 2","All","Scotland","Woman","890","4500","0.199"
"2018","Quintile 2","All","Scotland","Woman","880","4390","0.201"
"2019","Quintile 2","All","Scotland","Woman","890","4230","0.211"
"2020","Quintile 2","All","Scotland","Woman","960","4160","0.229"
"2021","Quintile 2","All","Scotland","Woman","1030","4270","0.24"
"2022","Quintile 2","All","Scotland","Woman","1100","4360","0.252"
"2023","Quintile 2","All","Scotland","Woman","1070","4390","0.244"
"2024","Quintile 2","All","Scotland","Woman","1100","4700","0.23500000000000001"
"2015","Quintile 2","All","Wales","Woman","1160","4860","0.23800000000000002"
"2016","Quintile 2","All","Wales","Woman","1260","4560","0.277"
"2017","Quintile 2","All","Wales","Woman","1180","4530","0.261"
"2018","Quintile 2","All","Wales","Woman","1190","4280","0.279"
"2019","Quintile 2","All","Wales","Woman","1180","4250","0.279"
"2020","Quintile 2","All","Wales","Woman","1180","4010","0.293"
"2021","Quintile 2","All","Wales","Woman","1410","4090","0.34500000000000003"
"2022","Quintile 2","All","Wales","Woman","1240","4150","0.298"
"2023","Quintile 2","All","Wales","Woman","1220","4360","0.28"
"2024","Quintile 2","All","Wales","Woman","1220","4320","0.28300000000000003"
"2015","Quintile 3","All","Northern Ireland","Woman","700","2210","0.314"
"2016","Quintile 3","All","Northern Ireland","Woman","650","2180","0.298"
"2017","Quintile 3","All","Northern Ireland","Woman","740","2160","0.341"
"2018","Quintile 3","All","Northern Ireland","Woman","640","2030","0.315"
"2019","Quintile 3","All","Northern Ireland","Woman","710","2000","0.355"
"2020","Quintile 3","All","Northern Ireland","Woman","850","1990","0.424"
"2021","Quintile 3","All","Northern Ireland","Woman","890","2000","0.443"
"2022","Quintile 3","All","Northern Ireland","Woman","850","2020","0.422"
"2023","Quintile 3","All","Northern Ireland","Woman","870","2050","0.425"
"2024","Quintile 3","All","Northern Ireland","Woman","910","2090","0.437"
"2015","Quintile 3","All","England","Woman","18110","60880","0.297"
"2016","Quintile 3","All","England","Woman","18310","59570","0.307"
"2017","Quintile 3","All","England","Woman","18430","58830","0.313"
"2018","Quintile 3","All","England","Woman","17850","57550","0.31"
"2019","Quintile 3","All","England","Woman","18140","56320","0.322"
"2020","Quintile 3","All","England","Woman","19110","55520","0.34400000000000003"
"2021","Quintile 3","All","England","Woman","22080","56520","0.391"
"2022","Quintile 3","All","England","Woman","21110","58520","0.361"
"2023","Quintile 3","All","England","Woman","20580","60080","0.343"
"2024","Quintile 3","All","England","Woman","21480","60920","0.353"
"2015","Quintile 3","All","Scotland","Woman","1380","5900","0.234"
"2016","Quintile 3","All","Scotland","Woman","1400","5960","0.23500000000000001"
"2017","Quintile 3","All","Scotland","Woman","1420","5600","0.253"
"2018","Quintile 3","All","Scotland","Woman","1380","5500","0.251"
"2019","Quintile 3","All","Scotland","Woman","1440","5340","0.27"
"2020","Quintile 3","All","Scotland","Woman","1380","5330","0.259"
"2021","Quintile 3","All","Scotland","Woman","1530","5510","0.278"
"2022","Quintile 3","All","Scotland","Woman","1640","5560","0.295"
"2023","Quintile 3","All","Scotland","Woman","1510","5720","0.264"
"2024","Quintile 3","All","Scotland","Woman","1690","5710","0.295"
"2015","Quintile 3","All","Wales","Woman","1240","4030","0.308"
"2016","Quintile 3","All","Wales","Woman","1190","3920","0.305"
"2017","Quintile 3","All","Wales","Woman","1240","3920","0.316"
"2018","Quintile 3","All","Wales","Woman","1220","3710","0.328"
"2019","Quintile 3","All","Wales","Woman","1130","3540","0.32"
"2020","Quintile 3","All","Wales","Woman","1200","3480","0.34500000000000003"
"2021","Quintile 3","All","Wales","Woman","1420","3600","0.395"
"2022","Quintile 3","All","Wales","Woman","1350","3700","0.364"
"2023","Quintile 3","All","Wales","Woman","1230","3920","0.314"
"2024","Quintile 3","All","Wales","Woman","1220","3660","0.332"
"2015","Quintile 4","All","Northern Ireland","Woman","1060","2820","0.376"
"2016","Quintile 4","All","Northern Ireland","Woman","1090","2760","0.395"
"2017","Quintile 4","All","Northern Ireland","Woman","1030","2720","0.38"
"2018","Quintile 4","All","Northern Ireland","Woman","1000","2560","0.39"
"2019","Quintile 4","All","Northern Ireland","Woman","1020","2500","0.40800000000000003"
"2020","Quintile 4","All","Northern Ireland","Woman","1190","2480","0.47900000000000004"
"2021","Quintile 4","All","Northern Ireland","Woman","1280","2500","0.513"
"2022","Quintile 4","All","Northern Ireland","Woman","1220","2510","0.488"
"2023","Quintile 4","All","Northern Ireland","Woman","1290","2540","0.507"
"2024","Quintile 4","All","Northern Ireland","Woman","1200","2630","0.455"
"2015","Quintile 4","All","England","Woman","21500","63100","0.341"
"2016","Quintile 4","All","England","Woman","21820","62110","0.35100000000000003"
"2017","Quintile 4","All","England","Woman","22010","61910","0.355"
"2018","Quintile 4","All","England","Woman","21650","60230","0.359"
"2019","Quintile 4","All","England","Woman","21770","59980","0.363"
"2020","Quintile 4","All","England","Woman","23210","58880","0.394"
"2021","Quintile 4","All","England","Woman","26760","60510","0.442"
"2022","Quintile 4","All","England","Woman","25690","61760","0.41600000000000004"
"2023","Quintile 4","All","England","Woman","24720","63400","0.39"
"2024","Quintile 4","All","England","Woman","25740","63930","0.403"
"2015","Quintile 4","All","Scotland","Woman","1970","6630","0.297"
"2016","Quintile 4","All","Scotland","Woman","1980","6490","0.305"
"2017","Quintile 4","All","Scotland","Woman","2000","6320","0.317"
"2018","Quintile 4","All","Scotland","Woman","2070","6200","0.334"
"2019","Quintile 4","All","Scotland","Woman","1900","5890","0.323"
"2020","Quintile 4","All","Scotland","Woman","1990","5810","0.343"
"2021","Quintile 4","All","Scotland","Woman","2190","5930","0.369"
"2022","Quintile 4","All","Scotland","Woman","2260","6130","0.368"
"2023","Quintile 4","All","Scotland","Woman","2170","6220","0.34900000000000003"
"2024","Quintile 4","All","Scotland","Woman","2260","6440","0.35100000000000003"
"2015","Quintile 4","All","Wales","Woman","1070","2920","0.367"
"2016","Quintile 4","All","Wales","Woman","980","2800","0.35100000000000003"
"2017","Quintile 4","All","Wales","Woman","980","2680","0.365"
"2018","Quintile 4","All","Wales","Woman","1050","2710","0.385"
"2019","Quintile 4","All","Wales","Woman","980","2570","0.383"
"2020","Quintile 4","All","Wales","Woman","990","2520","0.393"
"2021","Quintile 4","All","Wales","Woman","1130","2520","0.448"
"2022","Quintile 4","All","Wales","Woman","1150","2640","0.434"
"2023","Quintile 4","All","Wales","Woman","1040","2610","0.397"
"2024","Quintile 4","All","Wales","Woman","1110","2650","0.417"
"2015","Quintile 5","All","Northern Ireland","Woman","1550","3340","0.464"
"2016","Quintile 5","All","Northern Ireland","Woman","1610","3270","0.494"
"2017","Quintile 5","All","Northern Ireland","Woman","1550","3220","0.48"
"2018","Quintile 5","All","Northern Ireland","Woman","1460","3030","0.48"
"2019","Quintile 5","All","Northern Ireland","Woman","1430","2970","0.481"
"2020","Quintile 5","All","Northern Ireland","Woman","1750","2960","0.59"
"2021","Quintile 5","All","Northern Ireland","Woman","1810","2980","0.606"
"2022","Quintile 5","All","Northern Ireland","Woman","1840","3020","0.61"
"2023","Quintile 5","All","Northern Ireland","Woman","1730","3070","0.5640000000000001"
"2024","Quintile 5","All","Northern Ireland","Woman","1720","3120","0.551"
"2015","Quintile 5","All","England","Woman","29290","69510","0.421"
"2016","Quintile 5","All","England","Woman","29920","69590","0.43"
"2017","Quintile 5","All","England","Woman","29770","69120","0.431"
"2018","Quintile 5","All","England","Woman","29970","68370","0.438"
"2019","Quintile 5","All","England","Woman","29500","67760","0.435"
"2020","Quintile 5","All","England","Woman","31320","66280","0.47300000000000003"
"2021","Quintile 5","All","England","Woman","37490","69590","0.539"
"2022","Quintile 5","All","England","Woman","35710","71450","0.5"
"2023","Quintile 5","All","England","Woman","34540","72720","0.47500000000000003"
"2024","Quintile 5","All","England","Woman","36050","73270","0.492"
"2015","Quintile 5","All","Scotland","Woman","3760","9020","0.41600000000000004"
"2016","Quintile 5","All","Scotland","Woman","3830","8860","0.432"
"2017","Quintile 5","All","Scotland","Woman","3740","8700","0.43"
"2018","Quintile 5","All","Scotland","Woman","3780","8450","0.447"
"2019","Quintile 5","All","Scotland","Woman","3750","8230","0.456"
"2020","Quintile 5","All","Scotland","Woman","3740","8120","0.461"
"2021","Quintile 5","All","Scotland","Woman","4030","8470","0.47600000000000003"
"2022","Quintile 5","All","Scotland","Woman","4160","8700","0.47700000000000004"
"2023","Quintile 5","All","Scotland","Woman","4210","8810","0.47800000000000004"
"2024","Quintile 5","All","Scotland","Woman","4240","8930","0.47500000000000003"
"2015","Quintile 5","All","Wales","Woman","1030","2270","0.454"
"2016","Quintile 5","All","Wales","Woman","1130","2350","0.482"
"2017","Quintile 5","All","Wales","Woman","1000","2250","0.444"
"2018","Quintile 5","All","Wales","Woman","1020","2100","0.487"
"2019","Quintile 5","All","Wales","Woman","1010","2010","0.504"
"2020","Quintile 5","All","Wales","Woman","1060","2070","0.51"
"2021","Quintile 5","All","Wales","Woman","1210","2030","0.596"
"2022","Quintile 5","All","Wales","Woman","1110","2090","0.532"
"2023","Quintile 5","All","Wales","Woman","1120","2170","0.518"
"2024","Quintile 5","All","Wales","Woman","1170","2130","0.546"
"2015","Quintile 1","All","Northern Ireland","Man","220","2380","0.092"
"2016","Quintile 1","All","Northern Ireland","Man","240","2370","0.099"
"2017","Quintile 1","All","Northern Ireland","Man","240","2370","0.101"
"2018","Quintile 1","All","Northern Ireland","Man","240","2320","0.105"
"2019","Quintile 1","All","Northern Ireland","Man","220","2210","0.101"
"2020","Quintile 1","All","Northern Ireland","Man","340","2200","0.156"
"2021","Quintile 1","All","Northern Ireland","Man","370","2220","0.167"
"2022","Quintile 1","All","Northern Ireland","Man","350","2300","0.151"
"2023","Quintile 1","All","Northern Ireland","Man","340","2320","0.146"
"2024","Quintile 1","All","Northern Ireland","Man","290","2340","0.124"
"2015","Quintile 1","All","England","Man","7190","61960","0.116"
"2016","Quintile 1","All","England","Man","7380","59900","0.123"
